Epoch		Step		TotalStep		Det-loss		Reg-loss		TrainMode
6		1750		31750		0.0189		0.0014		1
6		1800		31800		0.0175		0.0024		1
6		1850		31850		0.0905		0.0344		1
6		1900		31900		0.0292		0.0127		1
6		1950		31950		0.0140		0.0035		1
6		2000		32000		0.0194		0.0745		1
6		2050		32050		0.0176		0.0025		1
6		2100		32100		0.0145		0.0046		1
6		2150		32150		0.0222		0.0623		1
6		2200		32200		0.0138		0.0072		1
6		2250		32250		0.0093		0.0020		1
6		2300		32300		0.0176		0.0901		1
6		2350		32350		0.0146		0.0046		1
6		2400		32400		0.0114		0.0031		1
6		2450		32450		0.0179		0.0013		1
6		2500		32500		0.0223		0.0091		1
6		2550		32550		0.0125		0.0047		1
6		2600		32600		0.0200		0.0160		1
6		2650		32650		0.0310		0.0294		1
6		2700		32700		0.0175		0.0036		1
6		2750		32750		0.0157		0.0055		1
6		2800		32800		0.0233		0.0044		1
6		2850		32850		0.0157		0.0265		1
6		2900		32900		0.0090		0.0515		1
6		2950		32950		0.0145		0.0050		1
6		3000		33000		0.0180		0.0016		1
6		3050		33050		0.0279		0.0698		1
6		3100		33100		0.0223		0.0468		1
6		3150		33150		0.0106		0.0182		1
6		3200		33200		0.0144		0.0035		1
6		3250		33250		0.0134		0.0820		1
6		3300		33300		0.0114		0.0138		1
6		3350		33350		0.0155		0.0397		1
6		3400		33400		0.0182		0.0557		1
6		3450		33450		0.0194		0.0394		1
6		3500		33500		0.0163		0.0041		1
6		3550		33550		0.0160		0.0051		1
6		3600		33600		0.0223		0.0270		1
6		3650		33650		0.0179		0.0030		1
6		3700		33700		0.0130		0.0713		1
6		3750		33750		0.0083		0.0072		1
6		3800		33800		0.0179		0.0266		1
6		3850		33850		0.0074		0.0143		1
6		3900		33900		0.0169		0.0967		1
6		3950		33950		0.0215		0.0031		1
6		4000		34000		0.0114		0.0041		1
6		4050		34050		0.0250		0.0083		1
6		4100		34100		0.0290		0.1866		1
6		4150		34150		0.0191		0.0125		1
6		4200		34200		0.0172		0.0061		1
6		4250		34250		0.0265		0.0172		1
6		4300		34300		0.0223		0.0189		1
6		4350		34350		0.0259		0.0380		1
6		4400		34400		0.0159		0.0072		1
6		4450		34450		0.0174		0.0180		1
6		4500		34500		0.0100		0.0010		1
6		4550		34550		0.0166		0.0382		1
6		4600		34600		0.0118		0.0022		1
6		4650		34650		0.0151		0.0173		1
6		4700		34700		0.0195		0.2597		1
6		4750		34750		0.0104		0.0142		1
6		4800		34800		0.0191		0.1249		1
6		4850		34850		0.0171		0.1301		1
6		4900		34900		0.0193		0.0016		1
6		4950		34950		0.0191		0.0574		1
6		5000		35000		0.0157		0.0402		1
6		5050		35050		0.0167		0.0073		1
6		5100		35100		0.0142		0.0291		1
6		5150		35150		0.0155		0.1210		1
6		5200		35200		0.0151		0.0419		1
6		5250		35250		0.0110		0.0038		1
6		5300		35300		0.0159		0.0006		1
6		5350		35350		0.0114		0.0025		1
6		5400		35400		0.0212		0.0046		1
6		5450		35450		0.0236		0.0515		1
6		5500		35500		0.0139		0.0018		1
6		5550		35550		0.0129		0.0024		1
6		5600		35600		0.0116		0.0855		1
6		5650		35650		0.0250		0.1143		1
6		5700		35700		0.0182		0.0377		1
6		5750		35750		0.0180		0.0038		1
6		5800		35800		0.0121		0.0112		1
6		5850		35850		0.0165		0.0402		1
6		5900		35900		0.0261		0.4147		1
6		5950		35950		0.0128		0.0072		1
6		6000		36000		0.0203		0.0088		1
7		50		36050		0.0160		0.0046		1
7		100		36100		0.0274		0.2217		1
7		150		36150		0.0162		0.0078		1
7		200		36200		0.0086		0.0048		1
7		250		36250		0.0150		0.0013		1
7		300		36300		0.0120		0.0020		1
7		350		36350		0.0133		0.0115		1
7		400		36400		0.0186		0.0199		1
7		450		36450		0.0116		0.0040		1
7		500		36500		0.0194		0.0693		1
7		550		36550		0.0188		0.0047		1
7		600		36600		0.0222		0.0249		1
7		650		36650		0.0214		0.0345		1
7		700		36700		0.0159		0.0955		1
7		750		36750		0.0169		0.2653		1
7		800		36800		0.0139		0.0036		1
7		850		36850		0.0153		0.0232		1
7		900		36900		0.0125		0.0105		1
7		950		36950		0.0850		0.3964		1
7		1000		37000		0.0228		0.1010		1
7		1050		37050		0.0107		0.0236		1
7		1100		37100		0.0132		0.0921		1
7		1150		37150		0.0114		0.0058		1
7		1200		37200		0.0140		0.0391		1
7		1250		37250		0.0224		0.0164		1
7		1300		37300		0.0185		0.0031		1
7		1350		37350		0.0248		0.0845		1
7		1400		37400		0.0349		0.0896		1
7		1450		37450		0.0137		0.0025		1
7		1500		37500		0.0182		0.0587		1
7		1550		37550		0.0141		0.0214		1
7		1600		37600		0.0309		0.1034		1
7		1650		37650		0.0151		0.0041		1
7		1700		37700		0.0149		0.0188		1
7		1750		37750		0.0237		0.0298		1
7		1800		37800		0.0114		0.0038		1
7		1850		37850		0.0227		0.0402		1
7		1900		37900		0.0140		0.0637		1
7		1950		37950		0.0106		0.0128		1
7		2000		38000		0.0159		0.0147		1
7		2050		38050		0.0231		0.0229		1
7		2100		38100		0.0227		0.0029		1
7		2150		38150		0.0214		0.0519		1
7		2200		38200		0.0113		0.0015		1
7		2250		38250		0.0190		0.0080		1
7		2300		38300		0.0130		0.0071		1
7		2350		38350		0.0158		0.0503		1
7		2400		38400		0.0156		0.0633		1
7		2450		38450		0.0147		0.1172		1
7		2500		38500		0.0104		0.0912		1
7		2550		38550		0.0380		0.0520		1
7		2600		38600		0.0160		0.0601		1
7		2650		38650		0.0152		0.0011		1
7		2700		38700		0.0211		0.0172		1
7		2750		38750		0.0126		0.1021		1
7		2800		38800		0.0132		0.0175		1
7		2850		38850		0.0278		0.0309		1
7		2900		38900		0.0114		0.0064		1
7		2950		38950		0.0209		0.0993		1
7		3000		39000		0.0102		0.0009		1
7		3050		39050		0.0230		0.0570		1
7		3100		39100		0.0244		0.0561		1
7		3150		39150		0.0196		0.0198		1
7		3200		39200		0.0106		0.0133		1
7		3250		39250		0.0184		0.0182		1
7		3300		39300		0.0139		0.0371		1
7		3350		39350		0.0164		0.0015		1
7		3400		39400		0.0111		0.1346		1
7		3450		39450		0.0167		0.0108		1
7		3500		39500		0.0137		0.0282		1
7		3550		39550		0.0203		0.0092		1
7		3600		39600		0.0109		0.0058		1
7		3650		39650		0.0225		0.0498		1
7		3700		39700		0.0212		0.0133		1
7		3750		39750		0.0129		0.0809		1
7		3800		39800		0.0183		0.0087		1
7		3850		39850		0.0223		0.0182		1
7		3900		39900		0.0093		0.0483		1
7		3950		39950		0.0275		0.0079		1
7		4000		40000		0.0189		0.0578		1
7		4050		40050		0.0191		0.0174		1
7		4100		40100		0.0130		0.0065		1
7		4150		40150		0.0155		0.0013		1
7		4200		40200		0.0175		0.0040		1
7		4250		40250		0.0334		0.0174		1
7		4300		40300		0.0180		0.0040		1
7		4350		40350		0.0229		0.0858		1
7		4400		40400		0.0406		0.0011		1
7		4450		40450		0.0133		0.0041		1
7		4500		40500		0.0112		0.0018		1
7		4550		40550		0.0130		0.0353		1
7		4600		40600		0.0150		0.0048		1
7		4650		40650		0.0551		0.1219		1
7		4700		40700		0.0212		0.3327		1
7		4750		40750		0.0062		0.0058		1
7		4800		40800		0.0159		0.0145		1
7		4850		40850		0.0115		0.0044		1
7		4900		40900		0.0114		0.0057		1
7		4950		40950		0.0183		0.0041		1
7		5000		41000		0.0178		0.0243		1
7		5050		41050		0.0154		0.0580		1
7		5100		41100		0.0211		0.0131		1
7		5150		41150		0.0124		0.0119		1
7		5200		41200		0.0147		0.0084		1
7		5250		41250		0.0138		0.0485		1
7		5300		41300		0.0131		0.0158		1
7		5350		41350		0.0214		0.0144		1
7		5400		41400		0.0129		0.0057		1
7		5450		41450		0.0149		0.0113		1
7		5500		41500		0.0157		0.0027		1
7		5550		41550		0.0205		0.0022		1
7		5600		41600		0.0109		0.0028		1
7		5650		41650		0.0168		0.0012		1
7		5700		41700		0.0199		0.0020		1
7		5750		41750		0.0122		0.0139		1
7		5800		41800		0.0168		0.0024		1
7		5850		41850		0.0107		0.0024		1
7		5900		41900		0.0128		0.0102		1
7		5950		41950		0.0139		0.0106		1
7		6000		42000		0.0131		0.0689		1
8		50		42050		0.0090		0.0020		1
8		100		42100		0.0206		0.0685		1
8		150		42150		0.0192		0.1067		1
8		200		42200		0.0124		0.1453		1
8		250		42250		0.0162		0.0320		1
8		300		42300		0.0236		0.3694		1
8		350		42350		0.0175		0.0580		1
8		400		42400		0.0078		0.0045		1
8		450		42450		0.0284		0.0256		1
8		500		42500		0.0126		0.0048		1
8		550		42550		0.0217		0.0137		1
8		600		42600		0.0280		0.0570		1
8		650		42650		0.0102		0.0011		1
8		700		42700		0.0092		0.0281		1
8		750		42750		0.0266		0.0082		1
8		800		42800		0.0137		0.0093		1
8		850		42850		0.0101		0.0024		1
8		900		42900		0.0133		0.0066		1
8		950		42950		0.0109		0.0048		1
8		1000		43000		0.0163		0.0045		1
8		1050		43050		0.0087		0.0010		1
8		1100		43100		0.0089		0.0009		1
8		1150		43150		0.0228		0.0083		1
8		1200		43200		0.0151		0.0025		1
8		1250		43250		0.0088		0.0156		1
8		1300		43300		0.0153		0.0199		1
8		1350		43350		0.0267		0.0971		1
8		1400		43400		0.0145		0.0186		1
8		1450		43450		0.0187		0.0724		1
8		1500		43500		0.0154		0.0041		1
8		1550		43550		0.0148		0.0270		1
8		1600		43600		0.0159		0.0012		1
8		1650		43650		0.0223		0.2023		1
8		1700		43700		0.0143		0.0070		1
8		1750		43750		0.0272		0.0028		1
8		1800		43800		0.0264		0.0156		1
8		1850		43850		0.0228		0.0183		1
8		1900		43900		0.0171		0.0034		1
8		1950		43950		0.0193		0.1243		1
8		2000		44000		0.0324		0.0387		1
8		2050		44050		0.0136		0.0022		1
8		2100		44100		0.0118		0.0045		1
8		2150		44150		0.0105		0.0023		1
8		2200		44200		0.0165		0.0042		1
8		2250		44250		0.0153		0.0433		1
8		2300		44300		0.0138		0.0520		1
8		2350		44350		0.0134		0.0087		1
8		2400		44400		0.0085		0.0038		1
8		2450		44450		0.0149		0.0781		1
8		2500		44500		0.0133		0.0029		1
8		2550		44550		0.0142		0.0013		1
8		2600		44600		0.0165		0.0076		1
8		2650		44650		0.0086		0.0012		1
8		2700		44700		0.0296		0.1117		1
8		2750		44750		0.0122		0.0027		1
8		2800		44800		0.0158		0.0062		1
8		2850		44850		0.0209		0.0181		1
8		2900		44900		0.0243		0.2193		1
8		2950		44950		0.0197		0.0692		1
8		3000		45000		0.0180		0.0130		1
8		3050		45050		0.0077		0.0011		1
8		3100		45100		0.0126		0.0004		1
8		3150		45150		0.0162		0.0215		1
8		3200		45200		0.0082		0.0015		1
8		3250		45250		0.0094		0.0036		1
8		3300		45300		0.0098		0.0022		1
8		3350		45350		0.0187		0.0516		1
8		3400		45400		0.0098		0.0196		1
8		3450		45450		0.0208		0.1036		1
8		3500		45500		0.0148		0.0106		1
8		3550		45550		0.0090		0.0276		1
8		3600		45600		0.0105		0.0019		1
8		3650		45650		0.0179		0.1001		1
8		3700		45700		0.0118		0.0059		1
8		3750		45750		0.0115		0.0008		1
8		3800		45800		0.0122		0.0010		1
8		3850		45850		0.0102		0.0045		1
8		3900		45900		0.0272		0.0055		1
8		3950		45950		0.0146		0.0041		1
8		4000		46000		0.0171		0.1601		1
8		4050		46050		0.0163		0.0731		1
8		4100		46100		0.0138		0.0126		1
8		4150		46150		0.0115		0.0090		1
8		4200		46200		0.0250		0.5608		1
8		4250		46250		0.0130		0.0043		1
8		4300		46300		0.0171		0.0178		1
8		4350		46350		0.0123		0.0045		1
8		4400		46400		0.0115		0.0006		1
8		4450		46450		0.0138		0.0153		1
8		4500		46500		0.0137		0.0054		1
8		4550		46550		0.0225		0.0625		1
8		4600		46600		0.0113		0.0155		1
8		4650		46650		0.0207		0.0008		1
8		4700		46700		0.0193		0.0087		1
8		4750		46750		0.0241		0.2280		1
8		4800		46800		0.0130		0.0030		1
8		4850		46850		0.0252		0.4538		1
8		4900		46900		0.0098		0.0039		1
8		4950		46950		0.0168		0.0450		1
8		5000		47000		0.0134		0.1031		1
8		5050		47050		0.0237		0.1120		1
8		5100		47100		0.0152		0.0031		1
8		5150		47150		0.0153		0.0311		1
8		5200		47200		0.0085		0.0039		1
8		5250		47250		0.0277		0.2976		1
8		5300		47300		0.0178		0.0047		1
8		5350		47350		0.0182		0.0366		1
8		5400		47400		0.0126		0.0611		1
8		5450		47450		0.0148		0.0107		1
8		5500		47500		0.0195		0.0100		1
8		5550		47550		0.0178		0.1298		1
8		5600		47600		0.0178		0.0037		1
8		5650		47650		0.0147		0.0220		1
8		5700		47700		0.0164		0.0208		1
8		5750		47750		0.0163		0.0196		1
8		5800		47800		0.0142		0.0098		1
8		5850		47850		0.0146		0.0413		1
8		5900		47900		0.0087		0.0141		1
8		5950		47950		0.0123		0.0100		1
8		6000		48000		0.0184		0.0022		1
9		50		48050		0.0177		0.0445		1
9		100		48100		0.0207		0.0966		1
9		150		48150		0.0211		0.0243		1
9		200		48200		0.0195		0.0097		1
9		250		48250		0.0156		0.0280		1
9		300		48300		0.0218		0.2015		1
9		350		48350		0.0216		0.1156		1
9		400		48400		0.0090		0.0039		1
9		450		48450		0.0157		0.1346		1
9		500		48500		0.0155		0.1079		1
9		550		48550		0.0197		0.0081		1
9		600		48600		0.0223		0.0121		1
9		650		48650		0.0147		0.0482		1
9		700		48700		0.0276		0.1199		1
9		750		48750		0.0344		0.1405		1
9		800		48800		0.0334		0.0417		1
9		850		48850		0.0130		0.0195		1
9		900		48900		0.0128		0.0726		1
9		950		48950		0.0132		0.0106		1
9		1000		49000		0.0272		0.0775		1
9		1050		49050		0.0098		0.0036		1
9		1100		49100		0.0113		0.0109		1
9		1150		49150		0.0344		0.2534		1
9		1200		49200		0.0108		0.0027		1
9		1250		49250		0.0161		0.0590		1
9		1300		49300		0.0118		0.0015		1
9		1350		49350		0.0154		0.0412		1
9		1400		49400		0.0100		0.1195		1
9		1450		49450		0.0157		0.0043		1
9		1500		49500		0.0127		0.0025		1
9		1550		49550		0.0221		0.0090		1
9		1600		49600		0.0134		0.0893		1
9		1650		49650		0.0127		0.0016		1
9		1700		49700		0.0218		0.2516		1
9		1750		49750		0.0161		0.0218		1
9		1800		49800		0.0100		0.0020		1
9		1850		49850		0.0082		0.0727		1
9		1900		49900		0.0151		0.0424		1
9		1950		49950		0.0138		0.0708		1
9		2000		50000		0.0188		0.0010		1
9		2050		50050		0.0141		0.0344		1
9		2100		50100		0.0184		0.0114		1
9		2150		50150		0.0166		0.0293		1
9		2200		50200		0.0141		0.0098		1
9		2250		50250		0.0127		0.0096		1
9		2300		50300		0.0196		0.0020		1
9		2350		50350		0.0145		0.0307		1
9		2400		50400		0.0145		0.0129		1
9		2450		50450		0.0074		0.0495		1
9		2500		50500		0.0125		0.0047		1
9		2550		50550		0.0201		0.0010		1
9		2600		50600		0.0147		0.0115		1
9		2650		50650		0.0111		0.0038		1
9		2700		50700		0.0108		0.0017		1
9		2750		50750		0.0137		0.0112		1
9		2800		50800		0.0277		0.1862		1
9		2850		50850		0.0260		0.0216		1
9		2900		50900		0.0186		0.0038		1
9		2950		50950		0.0137		0.0019		1
9		3000		51000		0.0185		0.0078		1
9		3050		51050		0.0128		0.0048		1
9		3100		51100		0.0166		0.0096		1
9		3150		51150		0.0191		0.0192		1
9		3200		51200		0.0198		0.0170		1
9		3250		51250		0.0116		0.0093		1
9		3300		51300		0.0238		0.0141		1
9		3350		51350		0.0096		0.0235		1
9		3400		51400		0.0152		0.0854		1
9		3450		51450		0.0186		0.0037		1
9		3500		51500		0.0170		0.0173		1
9		3550		51550		0.0133		0.0275		1
9		3600		51600		0.0289		0.0274		1
9		3650		51650		0.0078		0.0018		1
9		3700		51700		0.0151		0.0199		1
9		3750		51750		0.0144		0.0022		1
9		3800		51800		0.0109		0.0007		1
9		3850		51850		0.0108		0.0074		1
9		3900		51900		0.0236		0.0027		1
9		3950		51950		0.0205		0.0045		1
9		4000		52000		0.0121		0.0080		1
9		4050		52050		0.0131		0.0167		1
9		4100		52100		0.0141		0.0078		1
9		4150		52150		0.0307		0.0928		1
9		4200		52200		0.0229		0.0290		1
9		4250		52250		0.0143		0.0306		1
9		4300		52300		0.0132		0.0246		1
9		4350		52350		0.0139		0.0082		1
9		4400		52400		0.0194		0.0054		1
9		4450		52450		0.0164		0.0024		1
9		4500		52500		0.0156		0.0430		1
9		4550		52550		0.0145		0.0084		1
9		4600		52600		0.0114		0.0240		1
9		4650		52650		0.0158		0.0059		1
9		4700		52700		0.0163		0.0568		1
9		4750		52750		0.0193		0.0747		1
9		4800		52800		0.0176		0.0052		1
9		4850		52850		0.0309		0.0625		1
9		4900		52900		0.0195		0.1105		1
9		4950		52950		0.0172		0.0158		1
9		5000		53000		0.0125		0.0021		1
9		5050		53050		0.0154		0.0033		1
9		5100		53100		0.0074		0.0259		1
9		5150		53150		0.0489		0.3204		1
9		5200		53200		0.0396		0.1042		1
9		5250		53250		0.0100		0.0184		1
9		5300		53300		0.0126		0.0235		1
9		5350		53350		0.0226		0.0337		1
9		5400		53400		0.0189		0.0059		1
9		5450		53450		0.0122		0.0241		1
9		5500		53500		0.0096		0.0028		1
9		5550		53550		0.0175		0.0077		1
9		5600		53600		0.0132		0.0019		1
9		5650		53650		0.0222		0.0270		1
9		5700		53700		0.0135		0.0135		1
9		5750		53750		0.0111		0.0020		1
9		5800		53800		0.0124		0.0096		1
9		5850		53850		0.0169		0.0007		1
9		5900		53900		0.0141		0.0039		1
9		5950		53950		0.0085		0.0010		1
9		6000		54000		0.0187		0.0031		1
10		50		54050		0.0134		0.0170		1
10		100		54100		0.0155		0.0152		1
10		150		54150		0.0126		0.0095		1
10		200		54200		0.0168		0.0044		1
10		250		54250		0.0199		0.1632		1
10		300		54300		0.0121		0.0088		1
10		350		54350		0.0103		0.0041		1
10		400		54400		0.0199		0.0115		1
10		450		54450		0.0096		0.0044		1
10		500		54500		0.0098		0.0100		1
10		550		54550		0.0222		0.0766		1
10		600		54600		0.0114		0.0030		1
10		650		54650		0.0132		0.0102		1
10		700		54700		0.0144		0.0017		1
10		750		54750		0.0121		0.0030		1
10		800		54800		0.0246		0.0226		1
10		850		54850		0.0326		0.1840		1
10		900		54900		0.0204		0.0085		1
10		950		54950		0.0193		0.0556		1
10		1000		55000		0.0175		0.0035		1
10		1050		55050		0.0170		0.0173		1
10		1100		55100		0.0155		0.0377		1
10		1150		55150		0.0118		0.0760		1
10		1200		55200		0.0178		0.0033		1
10		1250		55250		0.0133		0.0038		1
10		1300		55300		0.0094		0.0025		1
10		1350		55350		0.0227		0.0777		1
10		1400		55400		0.0133		0.0245		1
10		1450		55450		0.0193		0.0401		1
10		1500		55500		0.0211		0.0484		1
10		1550		55550		0.0132		0.0017		1
10		1600		55600		0.0176		0.0046		1
10		1650		55650		0.0166		0.0025		1
10		1700		55700		0.0097		0.0090		1
10		1750		55750		0.0130		0.0027		1
10		1800		55800		0.0161		0.0020		1
10		1850		55850		0.0165		0.0067		1
10		1900		55900		0.0187		0.0121		1
10		1950		55950		0.0140		0.0722		1
10		2000		56000		0.0178		0.0133		1
10		2050		56050		0.0083		0.0103		1
10		2100		56100		0.0235		0.4031		1
10		2150		56150		0.0178		0.0314		1
10		2200		56200		0.0162		0.0112		1
10		2250		56250		0.0282		0.0043		1
10		2300		56300		0.0150		0.0303		1
10		2350		56350		0.0105		0.0030		1
10		2400		56400		0.0151		0.0047		1
10		2450		56450		0.0124		0.0069		1
10		2500		56500		0.0165		0.0029		1
10		2550		56550		0.0106		0.0012		1
10		2600		56600		0.0161		0.0582		1
10		2650		56650		0.0094		0.0234		1
10		2700		56700		0.0098		0.0187		1
10		2750		56750		0.0135		0.1433		1
10		2800		56800		0.0198		0.0030		1
10		2850		56850		0.0189		0.0055		1
10		2900		56900		0.0171		0.0141		1
10		2950		56950		0.0134		0.0028		1
10		3000		57000		0.0668		0.1425		1
10		3050		57050		0.0236		0.0109		1
10		3100		57100		0.0210		0.1039		1
10		3150		57150		0.0130		0.0165		1
10		3200		57200		0.0090		0.0010		1
10		3250		57250		0.0147		0.0072		1
10		3300		57300		0.0111		0.1572		1
10		3350		57350		0.0184		0.0221		1
10		3400		57400		0.0274		0.0211		1
10		3450		57450		0.0132		0.0185		1
10		3500		57500		0.0128		0.1257		1
10		3550		57550		0.0089		0.0379		1
10		3600		57600		0.0127		0.0992		1
10		3650		57650		0.0183		0.0023		1
10		3700		57700		0.0129		0.0641		1
10		3750		57750		0.0147		0.0014		1
10		3800		57800		0.0140		0.0011		1
10		3850		57850		0.0149		0.0455		1
10		3900		57900		0.0106		0.0067		1
10		3950		57950		0.0254		0.0524		1
10		4000		58000		0.0280		0.0221		1
10		4050		58050		0.0157		0.0470		1
10		4100		58100		0.0175		0.0026		1
10		4150		58150		0.0118		0.0075		1
10		4200		58200		0.0319		0.1517		1
10		4250		58250		0.0243		0.0178		1
10		4300		58300		0.0148		0.1001		1
10		4350		58350		0.0141		0.0248		1
10		4400		58400		0.0126		0.0063		1
10		4450		58450		0.0139		0.0023		1
10		4500		58500		0.0081		0.1386		1
10		4550		58550		0.0248		0.0080		1
10		4600		58600		0.0225		0.0578		1
10		4650		58650		0.0174		0.0025		1
10		4700		58700		0.0111		0.0094		1
10		4750		58750		0.0146		0.0142		1
10		4800		58800		0.0134		0.0038		1
10		4850		58850		0.0118		0.0015		1
10		4900		58900		0.0144		0.0008		1
10		4950		58950		0.0124		0.0027		1
10		5000		59000		0.0205		0.0301		1
10		5050		59050		0.0119		0.0041		1
10		5100		59100		0.0201		0.0115		1
10		5150		59150		0.0236		0.0031		1
10		5200		59200		0.0089		0.0027		1
10		5250		59250		0.0112		0.0017		1
10		5300		59300		0.0148		0.0412		1
10		5350		59350		0.0087		0.0639		1
10		5400		59400		0.0269		0.0165		1
10		5450		59450		0.0218		0.0908		1
10		5500		59500		0.0135		0.0233		1
10		5550		59550		0.0112		0.0020		1
10		5600		59600		0.0193		0.0062		1
10		5650		59650		0.0170		0.0045		1
10		5700		59700		0.0130		0.0238		1
10		5750		59750		0.0288		0.5185		1
10		5800		59800		0.0327		0.0959		1
10		5850		59850		0.0183		0.0023		1
10		5900		59900		0.0193		0.0652		1
10		5950		59950		0.0280		0.0523		1
10		6000		60000		0.0177		0.0124		1
11		50		60050		0.0176		0.0060		1
11		100		60100		0.0174		0.0022		1
11		150		60150		0.0104		0.0030		1
11		200		60200		0.0154		0.1557		1
11		250		60250		0.0165		0.0034		1
11		300		60300		0.0158		0.0055		1
11		350		60350		0.0143		0.0015		1
11		400		60400		0.0087		0.0012		1
11		450		60450		0.0172		0.0044		1
11		500		60500		0.0200		0.0075		1
11		550		60550		0.0141		0.0091		1
11		600		60600		0.0193		0.0108		1
11		650		60650		0.0108		0.0305		1
11		700		60700		0.0076		0.0037		1
11		750		60750		0.0130		0.0272		1
11		800		60800		0.0155		0.0870		1
11		850		60850		0.0113		0.0028		1
11		900		60900		0.0121		0.0051		1
11		950		60950		0.0154		0.0168		1
11		1000		61000		0.0139		0.0024		1
11		1050		61050		0.0157		0.0058		1
11		1100		61100		0.0124		0.1272		1
11		1150		61150		0.0179		0.0466		1
11		1200		61200		0.0255		0.0053		1
11		1250		61250		0.0126		0.0353		1
11		1300		61300		0.0130		0.0021		1
11		1350		61350		0.0154		0.0030		1
11		1400		61400		0.0184		0.0028		1
11		1450		61450		0.0146		0.0053		1
11		1500		61500		0.0185		0.0111		1
11		1550		61550		0.0098		0.0027		1
11		1600		61600		0.0131		0.0016		1
11		1650		61650		0.0194		0.0011		1
11		1700		61700		0.0129		0.0051		1
11		1750		61750		0.0116		0.0035		1
11		1800		61800		0.0161		0.0175		1
11		1850		61850		0.0199		0.0233		1
11		1900		61900		0.0088		0.0052		1
11		1950		61950		0.0132		0.0018		1
11		2000		62000		0.0138		0.0112		1
11		2050		62050		0.0246		0.1797		1
11		2100		62100		0.0341		0.0151		1
11		2150		62150		0.0213		0.0250		1
11		2200		62200		0.0083		0.0524		1
11		2250		62250		0.0164		0.0719		1
11		2300		62300		0.0114		0.0940		1
11		2350		62350		0.0129		0.0070		1
11		2400		62400		0.0194		0.0005		1
11		2450		62450		0.0130		0.0351		1
11		2500		62500		0.0157		0.0029		1
11		2550		62550		0.0113		0.0274		1
11		2600		62600		0.0112		0.0013		1
11		2650		62650		0.0152		0.0069		1
11		2700		62700		0.0094		0.0019		1
11		2750		62750		0.0139		0.0049		1
11		2800		62800		0.0054		0.0013		1
11		2850		62850		0.0110		0.0016		1
11		2900		62900		0.0170		0.0960		1
11		2950		62950		0.0137		0.0019		1
11		3000		63000		0.0155		0.0186		1
11		3050		63050		0.0133		0.0023		1
11		3100		63100		0.0137		0.0159		1
11		3150		63150		0.0083		0.0080		1
11		3200		63200		0.0116		0.0329		1
11		3250		63250		0.0073		0.0025		1
11		3300		63300		0.0333		0.0037		1
11		3350		63350		0.0119		0.0031		1
11		3400		63400		0.0098		0.0233		1
11		3450		63450		0.0205		0.0034		1
11		3500		63500		0.0215		0.0088		1
11		3550		63550		0.0085		0.0049		1
11		3600		63600		0.0121		0.0778		1
11		3650		63650		0.0114		0.0021		1
11		3700		63700		0.0140		0.0245		1
11		3750		63750		0.0199		0.3767		1
11		3800		63800		0.0131		0.0029		1
11		3850		63850		0.0076		0.0109		1
11		3900		63900		0.0168		0.0038		1
11		3950		63950		0.0156		0.0355		1
11		4000		64000		0.0125		0.0027		1
11		4050		64050		0.0096		0.0305		1
11		4100		64100		0.0157		0.0044		1
11		4150		64150		0.0155		0.0590		1
11		4200		64200		0.0140		0.0036		1
11		4250		64250		0.0132		0.0012		1
11		4300		64300		0.0101		0.0087		1
11		4350		64350		0.0115		0.0157		1
11		4400		64400		0.0101		0.0110		1
11		4450		64450		0.0155		0.0443		1
11		4500		64500		0.0115		0.0248		1
11		4550		64550		0.0151		0.0063		1
11		4600		64600		0.0141		0.0059		1
11		4650		64650		0.0153		0.0006		1
11		4700		64700		0.0655		0.2082		1
11		4750		64750		0.0205		0.0075		1
11		4800		64800		0.0212		0.1537		1
11		4850		64850		0.0188		0.0158		1
11		4900		64900		0.0114		0.0015		1
11		4950		64950		0.0154		0.0398		1
11		5000		65000		0.0169		0.0239		1
11		5050		65050		0.0113		0.0048		1
11		5100		65100		0.0099		0.0064		1
11		5150		65150		0.0140		0.0013		1
11		5200		65200		0.0189		0.0880		1
11		5250		65250		0.0171		0.0023		1
11		5300		65300		0.0106		0.0024		1
11		5350		65350		0.0116		0.0014		1
11		5400		65400		0.0233		0.1009		1
11		5450		65450		0.0079		0.0094		1
11		5500		65500		0.0124		0.0014		1
11		5550		65550		0.0163		0.0034		1
11		5600		65600		0.0099		0.0041		1
11		5650		65650		0.0096		0.0056		1
11		5700		65700		0.0091		0.0451		1
11		5750		65750		0.0071		0.0043		1
11		5800		65800		0.0088		0.0100		1
11		5850		65850		0.0123		0.0709		1
11		5900		65900		0.0143		0.0378		1
11		5950		65950		0.0159		0.0497		1
11		6000		66000		0.0093		0.0182		1
12		50		66050		0.0170		0.0758		1
12		100		66100		0.0171		0.0031		1
12		150		66150		0.0162		0.0180		1
12		200		66200		0.0132		0.0789		1
12		250		66250		0.0214		0.1093		1
12		300		66300		0.0111		0.0013		1
12		350		66350		0.0207		0.0226		1
12		400		66400		0.0118		0.0018		1
12		450		66450		0.0178		0.0072		1
12		500		66500		0.0134		0.0527		1
12		550		66550		0.0084		0.0006		1
12		600		66600		0.0180		0.0563		1
12		650		66650		0.0138		0.0080		1
12		700		66700		0.0176		0.0100		1
12		750		66750		0.0153		0.0074		1
12		800		66800		0.0158		0.0380		1
12		850		66850		0.0211		0.0066		1
12		900		66900		0.0173		0.0393		1
